Employee,Employee ID CP,Employee Full Name,Employee First Name,Employee Last Name,Employee User ID,Employee Email Id,Employment Status,Employee Group,Personnel Subarea,Building,Job Family,Job Sub Family,HR Business Sub Group,Function,Sub Function,Function Unit,Local Type,Business Location,Position,Specialization,Supervisor Legal Name
1000804,40170804,Omar Farooq,Omar,Farooq,BdFarooqOm,Shaikh.Ashfaq@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Procurement,Procurement,Operations,Procurement,S & Im White Collar - Scm,Office,Food Dhaka Head Office,Executive - Procurement Specialist-Techn,Transactional Procurement,Farah
1000805,40170805,Nabil Farooq,Nabil,Farooq,BdFarooqNa,Mdabutalha.Siddik@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Zakir
1000806,40170806,Nabil Kabir,Nabil,Kabir,BdKabirNa,Nizamul.Haque@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Sirajul
1000807,40170807,Rahim Miah,Rahim,Miah,BdMiahRa,Mdtashikur.Rahman1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Electrical & Automation Executive,Electrical Engineering,Aisha Hasan.
1000808,40170808,Sakib Naser,Sakib,Naser,BdNaserSa,Syadamohsina.Hoque@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Product Marketing & Management,Nutrition,Marketing & Sales,Marketing,Brand Management,Office,Food Dhaka Head Office,Brand Executive,Product Marketing & Management,Aisha Hasan. Hafizul
1000809,40170809,Karim Shah,Karim,Shah,BdShahKa,Kazi.Al-Jabir@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Supply Chain Planning & Operations,Not Assigned,Operations,Supply Chain,Demand & Supply Planning,Office,Not Assigned,Sr. Officer - Demand & Supply Planning,Supply Chain Planning,Faysal
1000810,40170810,Arman Miah,Arman,Miah,BdMiahAr,Sanjida.Eati@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Field Employee,Not Assigned,Sr. Territory Officer,General Field Sales,Mahbubur
1000811,40170811,Jannat Farooq,Jannat,Farooq,BdFarooqJa,Nusrat.Anon@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Administration, Facilities & Secretarial",Administration & Secretarial,Human Resources,General Services,Facility&Services Management,Facility Management,Office,Food Dhaka Head Office,Sr. Officer - Hr Administration & Engage,General Office Administration Support,Mohammed Sayemul
1000812,40170812,Arman Rahman,Arman,Rahman,BdRahmanAr,Sayed.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Manufacturing,Factory,Not Assigned,Executive - Production,Manufacturing Packaging,Rafi Ferdous
1000813,40170813,Tanvir Ahmed,Tanvir,Ahmed,BdAhmedTa,Reajul.Islam1@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Product Marketing & Management,Not Assigned,Marketing & Sales,Marketing,Brand Management,Office,Not Assigned,Brand Executive - Beverage,Product Marketing & Management,Muhammad Jahir
1000814,40170814,Arman Rahman,Arman,Rahman,BdRahmanAr,Mahmudul.Hasib@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Executive- Plant Engineer,Man. Mechanical Equipment Engin.,Aisha Hasan.
1000815,40170815,Omar Sultana,Omar,Sultana,BdSultanaOm,Afrena.Prema@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Sr. Territory Officer,General Field Sales,Md. Enayet
1000816,40170816,Rafi Kabir,Rafi,Kabir,BdKabirRa,Mamun.Islam1@Bd.Nestle.Com,Active,Regular,Dc Gazipur,Bd-Gazipur Distribution Centre,Supply Chain,"Warehousing, Distr & Transportation",Supply Chain,Operations,Supply Chain,Physical Logistics,Distribution,Food Gazipur Dc,Manager- Warehousing & Transportation,Warehouse Management,Tareq
1000817,40170817,Farah Sheikh,Farah,Sheikh,BdSheikhFa,Saumyo.Chakma@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Human Resources,Human Resources Operations,Not Assigned,Human Resources,Hr Other Services,Hr Services,Office,Not Assigned,"Executive - Mis Operations, Employee Ben",Hr Operations,Joy
1000818,40170818,Mahin Islam,Mahin,Islam,BdIslamMa,Mdsajib.Ahmed@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Manufacturing,Factory,Not Assigned,Sr. Production Officer,Manufacturing Packaging,Rafi Ferdous
1000819,40170819,Aisha Sultana,Aisha,Sultana,BdSultanaAi,Sanjida.Islam@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Field Employee,Not Assigned,Territory Officer,General Field Sales,Fathe
1000820,40170820,Rahim Khan,Rahim,Khan,BdKhanRa,Najnin.Sultana@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Sales & Marketing,Not Assigned,Marketing & Sales,Marketing,Digital & Social Media,Office,Not Assigned,Executive - Media Planner,Digital Marketing Strategy,Zakia
1000821,40170821,Karim Sultana,Karim,Sultana,BdSultanaKa,Joeyrea.Moury@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Not Assigned,Operations,Technical,Quality Management,Factory,Not Assigned,Sr. Quality Assurance Officer,Man. Quality Validation (Life Sciences),Kashif
1000822,40170822,Rahim Ahmed,Rahim,Ahmed,BdAhmedRa,Mdkawsar.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000823,40170823,Lina Miah,Lina,Miah,BdMiahLi,Mdasibul.Hasan@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000824,40170824,Lina Miah,Lina,Miah,BdMiahLi,Ripan.Biswas@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000825,40170825,Omar Biswas,Omar,Biswas,BdBiswasOm,Rumenkanti.Biswas@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000826,40170826,Zara Sardar,Zara,Sardar,BdSardarZa,Mdmahmudur.Rahman@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000827,40170827,Imran Miah,Imran,Miah,BdMiahIm,Mdhafizurrahman.Helal@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000828,40170828,Mahin Farooq,Mahin,Farooq,BdFarooqMa,Mdzainal.Abedin@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000829,40170829,Zara Ahmed,Zara,Ahmed,BdAhmedZa,Mdsujayet.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Not Assigned,Operations,Technical,Quality Management,Factory,Not Assigned,Qa Associate (Level-2),Manufacturing Quality Assurance,Kashif
1000830,40170830,Hasan Chowdhury,Hasan,Chowdhury,BdChowdhuryHa,Manos.Mondal@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000831,40170831,Elita Ferdous,Elita,Ferdous,BdFerdousEl,Mdjahidhasan.Sagar@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000832,40170832,Karim Hasan,Karim,Hasan,BdHasanKa,Sumon.Das@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000833,40170833,Nadia Farooq,Nadia,Farooq,BdFarooqNa,Sajalchandra.Dey@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000834,40170834,Rafi Sheikh,Rafi,Sheikh,BdSheikhRa,Mohammadarshad.Ullah@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000835,40170835,Imran Sheikh,Imran,Sheikh,BdSheikhIm,Rambabu.Ray@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000836,40170836,Sadia Sultana,Sadia,Sultana,BdSultanaSa,Mdshahinur.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000837,40170837,Nabil Hossain,Nabil,Hossain,BdHossainNa,Mdshariful.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000838,40170838,Mahin Khan,Mahin,Khan,BdKhanMa,Dhimanchandra.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000839,40170839,Elita Sardar,Elita,Sardar,BdSardarEl,Arup.Mondal@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000840,40170840,Karim Hossain,Karim,Hossain,BdHossainKa,Mdshafiul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000841,40170841,Sadia Hasan,Sadia,Hasan,BdHasanSa,Riazmorshed.Rashif@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000842,40170842,Lina Biswas,Lina,Biswas,BdBiswasLi,Sm.Fahad@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000843,40170843,Arman Sheikh,Arman,Sheikh,BdSheikhAr,Biswajit.Biswas@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Sub Assistant Engineer Mechanical (Level,Repair & Maintenance Engineering,Aisha Hasan.
1000844,40170844,Nadia Hossain,Nadia,Hossain,BdHossainNa,Mdmotiurrahman.Himel@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000845,40170845,Farah Sultana,Farah,Sultana,BdSultanaFa,Dipankar.Mistry@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000846,40170846,Imran Biswas,Imran,Biswas,BdBiswasIm,Mdsumon.Mia@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000847,40170847,Tanvir Farooq,Tanvir,Farooq,BdFarooqTa,Mdrajaal.Mamun@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000848,40170848,Sakib Sultana,Sakib,Sultana,BdSultanaSa,Shoikat.Mia@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000849,40170849,Zara Hossain,Zara,Hossain,BdHossainZa,Mdal.Mamun1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000850,40170850,Rahim Rahman,Rahim,Rahman,BdRahmanRa,Mohammadsaifur.Rahman@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000851,40170851,Lina Islam,Lina,Islam,BdIslamLi,Bidhanchandra.Howlader@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000852,40170852,Imran Sardar,Imran,Sardar,BdSardarIm,Sanjidurrahman.Akash@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000853,40170853,Mahin Khan,Mahin,Khan,BdKhanMa,Bakol.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Packaging,Factory,Not Assigned,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000854,40170854,Zara Hasan,Zara,Hasan,BdHasanZa,Jannatul.Arju@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Sr. Officer - Production,Manufacturing Packaging,Rafi Ferdous
1000855,40170855,Maliha Ferdous,Maliha,Ferdous,BdFerdousMa,Shamaila.Noor@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Product Marketing & Management,Nutrition,Marketing & Sales,Marketing,Brand Management,Office,Food Dhaka Head Office,Sr. Brand Officer - Lactogen & Lactogrow,Product Marketing & Management,Shafquat
1000856,40170856,Mahin Khan,Mahin,Khan,BdKhanMa,Mdatiqur.Rahman@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Not Assigned,Operations,Technical,Engineering,Factory,Not Assigned,Sr. Officer - Plant Engineer,Repair & Maintenance Engineering,Aisha Hasan.
1000857,40170857,Sakib Naser,Sakib,Naser,BdNaserSa,Anika.Tabassummeem@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Field Employee,Not Assigned,Sr. Territory Officer,General Field Sales,Samantha
1000858,40170858,Nadia Khan,Nadia,Khan,BdKhanNa,Moazebon.Zabal@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,Procurement,Technical & Production,Operations,Supply Chain,Supply Chain,Factory,Food Gazipur Factory,Sr. Material Requirement Planner,Man. Materials Planning & Control,Sanjit
1000859,40170859,Arman Miah,Arman,Miah,BdMiahAr,Supti.Saha@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Not Assigned,Operations,Technical,Technical,Factory,Not Assigned,Sr. Officer - Manufacturing Excellence,Man. Industrial Optimization Engin.,Khondaker
1000860,40170860,Jannat Farooq,Jannat,Farooq,BdFarooqJa,Fakhre.Nazim@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Sirajul
1000861,40170861,Sakib Kabir,Sakib,Kabir,BdKabirSa,Ariful.Islam1@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Regional Channel Development Officer,General Field Sales,Tanvir
1000862,40170862,Sakib Ferdous,Sakib,Ferdous,BdFerdousSa,Mdrayhan.Talukder@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Field Employee,Not Assigned,Sr. Territory Officer,General Field Sales,Fathe
1000863,40170863,Farah Ahmed,Farah,Ahmed,BdAhmedFa,Md.Ibrahim@Bd.Nestle.Com,Active,External,Head Office,Bd-Dhaka Head Office,"It, Telecom & Internet",It Infrastructure & Systems Admin.,Finance & Control,Information Technology,Information Technology,Information Technology,Office,Food Dhaka Head Office,External- Is/It,General It Infrastructure Systems Admin,Farid
1000864,40170864,Arman Khan,Arman,Khan,BdKhanAr,Kazi.Fahmida@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Customer Service & Contact Center Oper,Customer Service,Not Assigned,Operations,Supply Chain,Customer Supply Chain,Office,Not Assigned,Customer Solution Analyst,Business Order Admin & Customer Service,Abdush
1000865,40170865,Tanvir Chowdhury,Tanvir,Chowdhury,BdChowdhuryTa,Mdnurul.Abedin@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Office,Food Dhaka Head Office,Territory Officer,General Field Sales,Md. Rafi Ferdous
1000866,40170866,Nabil Rahman,Nabil,Rahman,BdRahmanNa,Mdsohaeb.Hossan@Bd.Nestle.Com,Active,External,Head Office,Bd-Dhaka Head Office,"It, Telecom & Internet",It Infrastructure & Systems Admin.,Finance & Control,Information Technology,Information Technology,Information Technology,Office,Food Dhaka Head Office,External- Is/It,General It Infrastructure Systems Admin,Farid
1000867,40170867,Jannat Sardar,Jannat,Sardar,BdSardarJa,Mishalalmowla.Bhuiyan@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Human Resources,Human Resources Generalists,Technical & Production,Human Resources,Talent,Talent Acquisition,Office,Food Gazipur Factory,Sr. Officer - Factory Hr,General Human Resources,Dewan Tanvir
1000868,40170868,Zara Bhuiyan,Zara,Bhuiyan,BdBhuiyanZa,Trina.Datta@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Procurement,Not Assigned,Operations,Procurement,Ingredients - Scm,Office,Not Assigned,Executive - Rm Procurement,Transactional Procurement,Chinmoy
1000869,40170869,Sakib Talukder,Sakib,Talukder,BdTalukderSa,Soaib.Nur@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Officer- Production,Manufacturing Packaging,Rafi Ferdous
1000870,40170870,Karim Farooq,Karim,Farooq,BdFarooqKa,Roni.Das@Bd.Nestle.Com,Active,External,Head Office,Bd-Dhaka Head Office,"It, Telecom & Internet",It Infrastructure & Systems Admin.,Finance & Control,Information Technology,Information Technology,Information Technology,Office,Food Dhaka Head Office,External- Is/It,General It Infrastructure Systems Admin,Farid
1000871,40170871,Maliha Sikder,Maliha,Sikder,BdSikderMa,Tanvir.Tanim@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Field Employee,Not Assigned,Territory Officer,General Field Sales,Mohammad
1000872,40170872,Imran Bhuiyan,Imran,Bhuiyan,BdBhuiyanIm,Mdrabiul.Hoque@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Finance,Accounting,Not Assigned,Finance & Control,Decision Support,Pec Support Incl Ao,Office,Not Assigned,Manager - Financial Accounting,Accounting,Istiaque
1000873,40170873,Farah Talukder,Farah,Talukder,BdTalukderFa,Mohammedaman.Ullah@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,"Legal, Compliance & Audit",Compliance,Technical & Production,Operations,Technical,Safety & Health,Factory,Food Gazipur Factory,Safety Manager,Environmental Health & Safety,Rashedul
1000874,40170874,Omar Talukder,Omar,Talukder,BdTalukderOm,Mdmahmudulislam.Khan@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Farid
1000875,40170875,Sadia Ferdous,Sadia,Ferdous,BdFerdousSa,Mdreaj.Uddin@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Office,Not Assigned,Sales Officer - Nestlé Professional,General Field Sales,Md.
1000876,40170876,Omar Farooq,Omar,Farooq,BdFarooqOm,Mainul.Islam2@Bd.Nestle.Com,Active,Temporary,Head Office,Bd-Dhaka Head Office,Supply Chain,Procurement,Not Assigned,Operations,Procurement,S & Im Blue Collar - Operational Buying,Factory,Not Assigned,Accounts Assistant,Procurement,Imtiaz
1000877,40170877,Karim Chowdhury,Karim,Chowdhury,BdChowdhuryKa,Sattaygit.Saha@Bd.Nestle.Com,Active,Temporary,Head Office,Bd-Dhaka Head Office,Supply Chain,Procurement,Not Assigned,Operations,Procurement,S & Im Blue Collar - Operational Buying,Factory,Not Assigned,Accounts Assistant,Procurement,Imtiaz
1000878,40170878,Mahin Talukder,Mahin,Talukder,BdTalukderMa,Munmun.Islam1@Bd.Nestle.Com,Active,Temporary,Head Office,Bd-Dhaka Head Office,Supply Chain,Procurement,Not Assigned,Operations,Procurement,S & Im Blue Collar - Operational Buying,Factory,Not Assigned,Accounts Assistant,Procurement,Imtiaz
1000879,40170879,Zara Khan,Zara,Khan,BdKhanZa,Ayesha.Akter@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Office,Not Assigned,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Imran
1000880,40170880,Omar Sheikh,Omar,Sheikh,BdSheikhOm,Kazi.Medha@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Finance,Finance Generalists,Not Assigned,Finance & Control,Co-Piloting,Business Copilot,Office,Not Assigned,Business Analyst - Chocolate & Bfc,Finance Business Partners,Asif
